Timestamp,Email Address,Student ID,Full Name,Major(s),Minor(s),Graduation Year,Pronouns,Gender,Race & Ethnicity,Resume,Other Links (optional),Role,"What is important to you? Tell us about a problem you see in the world (big or small), what actions you’ve taken to make a positive impact, and what you learned.",Community is a core pillar of CTC. Tell us about a community you felt like you truly belonged to. What aspects do you hope to bring into the CTC family?,Write a short thank-you note acknowledging someone who has taught you something valuable and why it mattered (not a family member).,"Please briefly describe any relevant technical or group work experiences—it does not need to be extensive! For example, personal projects, internships, classes, or any technologies or projects that you’re excited about and would like to learn more about, etc.","At CTC, one of our favorite traditions is Lightning Talks, where a member gives a short presentation on an interest, passion, or hobby of theirs—some topics from last year were how to DJ, a self defense workshop, and all about Niki Zefanya. What would you give a lightning talk on and why?","Please list out any relevant classes you have taken so far or are taking at USC. Also, list out any planned commitments for the current school year and their estimated weekly time commitment."
8/12/2026 0:05:23,malik.nair@usc.edu,1132407004,Malik Nair,"Economics, Mathematics",Social Entrepreneurship,2028,he/him/his,Female,Asian,https://drive.google.com/open?id=1dtY8FIIcQM21gEna7-gYVwo85XK_EGEa,https://www.linkedin.com/in/maliknair/,Product Manager,"How volunteer tutoring gets matched is small compared to what people usually write about here, which is exactly why nobody had fixed it. What made it stick was realising that everybody involved was competent and well-meaning and it still did not work, which meant the problem was structural rather than anybody's fault. I started a weekly pickup that routes leftovers to a shelter downtown. I learned that a solution nobody adopts is worth less than no solution at all.","The community I belonged to was a Discord server for a game that died years ago, and it took me a year to notice it had become one. I joined because a friend dragged me and stayed because within a month three people had asked me to explain something and taken the answer seriously. It ran on a hundred small favours nobody kept score of. I would like to bring the part where the newest person is asked first.","Dear Coach Solberg,

Thank you for teaching me how to disagree with someone without making it about them. The specific moment I keep returning to is the afternoon I handed in something I knew was mediocre, and instead of grading it you asked me what I would change if I had another week. I did not have an answer, which was the point. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Malik","I built a model predicting missed clinic appointments, so patients could be called the day before. Go for the service, Figma for the parts I should not have been trusted with. The lesson was about adoption, not analysis: the first version had a 30% false positive rate and people turned it off inside a week. I am keen to work on something with real users and real consequences for once.","I would talk about how to read a subway map, and why almost every city gets it wrong. Everyone thinks they already know this and nearly everyone is wrong.","PSYC 314, CSCI 104; tutoring ~4 hrs/week"
8/12/2026 3:22:01,santiago.venkatesan@usc.edu,8683816702,Santiago Venkatesan,Music Industry,Entrepreneurship,2030,they/them/theirs,Male,White,https://drive.google.com/open?id=13fAoreLQ4M0_1YE0DQxlWUeGZ8Z5Nbis,https://www.linkedin.com/in/santiagovenkatesan/,Developer,"Unclaimed produce at the farmers market is small compared to what people usually write about here, which is exactly why nobody had fixed it. It is the kind of problem that never becomes urgent enough to fix, so it just quietly costs people hours every week forever. I wrote a script that cut a four-hour manual process to about ten minutes. What I learned was that the technical part was never the hard part.","I found it in a community garden run entirely by retirees and me, which is not where I expected to find it. There was no hierarchy to speak of, which sounds idealistic and was mostly just practical: whoever knew how to do the thing did the thing, and taught the next person. The rule was that whoever knew the least got to ask first. The thing worth carrying over is that nobody there performed competence they did not have.","Dear Mr. Mansour,

Thank you for teaching me that ""good enough, shipped"" beats ""perfect, someday"". The specific moment I keep returning to is the afternoon I handed in something I knew was mediocre, and instead of grading it you asked me what I would change if I had another week. I did not have an answer, which was the point. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Santiago","I built an internship on a payments team, mostly writing migrations and tests. Go for the service, Figma for the parts I should not have been trusted with. I learned that the optimal schedule was the one everybody hated, because I had optimised for the wrong thing. I want to get better at systems design and at reading other people's code quickly.",I would talk about an eight-minute history of the shipping container. I want an excuse to finally make the slides.,"MATH 407, CSCI 104; campus radio show ~2 hrs/week"
8/12/2026 4:43:11,devan.guerrero@usc.edu,5974864821,Devan Guerrero,Applied and Computational Mathematics,Cinematic Arts,2030,he/him/his,Male,Hispanic or Latino,https://drive.google.com/open?id=1Mln6p5XqyvPYwm-fyF55HTriE0bTbl3f,,Developer,"I did not expect to care about transit deserts near campus, and then I spent a summer close to it. The version of it I know best is narrow — one office, one process, maybe two hundred people affected — but I could see the whole shape of it from there. I interviewed fourteen people before I wrote a single line of code. It taught me to make the first version much smaller than I wanted to.","I found it in a community garden run entirely by retirees and me, which is not where I expected to find it. We had almost nothing. One working laptop, a whiteboard somebody had rescued from a skip, and a standing agreement that you cleaned up whether or not it was your mess. It ran on a hundred small favours nobody kept score of. The thing worth carrying over is that nobody there performed competence they did not have.","Dear Dr. Iqbal,

Thank you for teaching me that the person who asks the naive question is doing everyone a favour. You gave me a job that was slightly too hard on purpose and then made it obvious you were nearby. I have never had a better arrangement. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Devan","I built a parser for a niche scientific file format, now with eight regular bug reporters. Go for the service, Figma for the parts I should not have been trusted with. The useful part was sitting with the people using it rather than asking them what they wanted in the abstract. I want to learn how to scope a project so it can ship in a semester.","I would talk about how to fold a fitted sheet, performed live and with stakes. I have given a version of this at a dinner table and it worked.","CSCI 103, CSCI 270, MATH 226, BUAD 304; part-time job ~12 hrs/week"
8/12/2026 4:45:48,priya.nasser@usc.edu,1322607458,Priya Nasser,Computer Science,Applied Analytics,2029,he/him/his,Female,White,https://drive.google.com/open?id=156eZBHWirA8MGO_TXDfTppl2oGSPcHEW,,Product Manager,"I did not expect to care about food waste in dining halls, and then I spent a summer close to it. The version of it I know best is narrow — one office, one process, maybe two hundred people affected — but I could see the whole shape of it from there. I wrote a script that cut a four-hour manual process to about ten minutes. What I learned was that the technical part was never the hard part.","I found it in a church youth orchestra with no conductor, which is not where I expected to find it. There was no hierarchy to speak of, which sounds idealistic and was mostly just practical: whoever knew how to do the thing did the thing, and taught the next person. We shared tools and, more importantly, shared credit. What I would bring into CTC is that habit of making the entry cost low.","Dear Mr. Roy,

Thank you for teaching me that being the least experienced person in a room is a resource, not a liability. I remember you stopping a whole session because one person had not followed, and doing it in a way that made it obvious the fault was in the explanation rather than in them. I have tried to run every meeting I lead like that since. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Priya","I built a static analysis pass that flags database queries inside loops. Java and C++ from coursework, Python and Django for anything I choose myself. The useful part was sitting with the people using it rather than asking them what they wanted in the abstract. I am keen to work on something with real users and real consequences for once.",I would talk about the physics of why bad coffee tastes bad. It is the only thing I can talk about for ten minutes with no notes.,"CSCI 270, BUAD 304, CSCI 170, ITP 259, MATH 226; campus radio show ~2 hrs/week; TA office hours ~6 hrs/week"
8/12/2026 7:22:26,mei.halvorsen@usc.edu,2091543436,Mei Halvorsen,Business Administration,,2029,she/her/hers,Female,Asian,https://drive.google.com/open?id=1JFZmpXjXWdJsjuVgzzrW8C9OXOf6Gma0,https://www.linkedin.com/in/meihalvorsen/,Developer,"I did not expect to care about language access at the county courthouse, and then I spent a summer close to it. I spent last summer working somewhere it was impossible to ignore, and the pattern was always the same: the people closest to it had known about it for years and had never been asked. I built a spreadsheet, then an actual tool, that matches donations to need. What I learned was that the technical part was never the hard part.","The community I belonged to was a 6am swim squad nobody else wanted to join, and it took me a year to notice it had become one. I joined because a friend dragged me and stayed because within a month three people had asked me to explain something and taken the answer seriously. The rule was that whoever knew the least got to ask first. The thing worth carrying over is that nobody there performed competence they did not have.","Dear Mr. Chaudhry,

Thank you for teaching me that a wrong answer said out loud is worth more than a right one kept quiet. There was a week where I was clearly out of my depth and you neither rescued me nor let me drown, which I now understand took actual restraint. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Mei","I built a research assistantship cleaning sensor data nobody had documented. Java and C++ from coursework, Python and Django for anything I choose myself. What surprised me was the maintenance cost; I had thought of shipping as the finish line. I want to get better at systems design and at reading other people's code quickly.",I would talk about the physics of why bad coffee tastes bad. I have given a version of this at a dinner table and it worked.,"CSCI 104, MATH 226, CSCI 170, CSCI 270; marching band ~10 hrs/week; club soccer ~6 hrs/week"
8/12/2026 12:12:11,milan.nair@usc.edu,4577718924,Milan Nair,Political Science,Mathematics,2028,he/him/his,Female,Hispanic or Latino,https://drive.google.com/open?id=1z6Qd6PHzflq-fOm1TIWbnWsi9ua0_07R,,Product Manager,"The problem I picked is how volunteer tutoring gets matched, which sounds minor until you count how many hours it costs the people carrying it. What made it stick was realising that everybody involved was competent and well-meaning and it still did not work, which meant the problem was structural rather than anybody's fault. I wrote a script that cut a four-hour manual process to about ten minutes. Two people still run it now that I have handed it over, which matters more to me than anything about how it was built. The thing I got wrong was optimising for the outcome I could measure instead of the one that mattered.","The community that shaped me most was my high school's stage crew, mostly because it was bad at hierarchy. I joined because a friend dragged me and stayed because within a month three people had asked me to explain something and taken the answer seriously. It ran on a hundred small favours nobody kept score of. I would want to bring the norm that you can say you do not understand something in a room full of people nodding.","Dear Ms. Nwosu,

Thank you for teaching me how to disagree with someone without making it about them. You told me once, fairly bluntly, that I was hiding behind how much I had read. It was the most useful unkind thing anyone has said to me. I think about it more than almost anything else I was formally taught, and I have started passing it on badly, which I am told is how these things travel. Thank you for it. I am still working out how to do the same for somebody else without being insufferable about it.

— Milan","I built an internship on a payments team, mostly writing migrations and tests. Java and C++ from coursework, Python and Django for anything I choose myself. The lesson was about adoption, not analysis: the first version had a 30% false positive rate and people turned it off inside a week. I want to learn how to scope a project so it can ship in a semester.",I would talk about why my hometown has three names. I want an excuse to finally make the slides. There is a diagram involved and I think it gets an audible reaction.,"CSCI 360, BUAD 304; TA office hours ~6 hrs/week"
8/12/2026 12:57:32,zainab.zhou@usc.edu,8400043988,Zainab Zhou,Cognitive Science,Mathematics,2030,she/her/hers,Male,Black or African American,https://drive.google.com/open?id=1F0_MMtQGuXVA5q23zhHCIbY-YJPSTTmi,https://www.linkedin.com/in/zainabzhou/,Designer,I think transit deserts near campus is a real problem. It taught me to keep going.,I felt like I belonged to a 6am swim squad nobody else wanted to join. I want to bring that to the CTC family.,"Dear Ms. Nwosu,

Thank you for teaching me that I should write the thing down before I believe I understand it. It mattered to me.

— Zainab","I built a compiler for a small statically typed language, continued well past the course. I am keen to work on something with real users and real consequences for once.",I would talk about what actually happens when you flush on an aeroplane. It is interesting.,"CSCI 356, MATH 407, ITP 259, CSCI 103, BUAD 304; club soccer ~6 hrs/week"
8/12/2026 13:55:25,tariq.ibarra@usc.edu,1735028227,Tariq Ibarra,Data Science,,2028,he/him/his,Female,White,https://drive.google.com/open?id=1uYVUhttjb2i5XqXc_OFBFcw_Sv4m5bph,https://www.linkedin.com/in/tariqibarra/,Designer,"I spent two years adjacent to language access at the county courthouse before I felt entitled to an opinion about it. It is the kind of problem that never becomes urgent enough to fix, so it just quietly costs people hours every week forever. I ran a pilot with one classroom before asking the district for anything. Two people still run it now that I have handed it over, which matters more to me than anything about how it was built. What stayed with me is how much of the work was earning enough trust to be allowed to help.","The community that shaped me most was a mutual aid group that started as a group chat, mostly because it was bad at hierarchy. The whole thing ran on Sunday evenings, which meant everyone there had chosen it over something easier. The rule was that whoever knew the least got to ask first. What I would bring to CTC is the unglamorous maintenance that keeps a community alive: the reminder message, the booked room, the noticing that somebody has gone quiet.","Dear Ms. Ferreira,

Thank you for teaching me that ""good enough, shipped"" beats ""perfect, someday"". There was a week where I was clearly out of my depth and you neither rescued me nor let me drown, which I now understand took actual restraint. I think about it more than almost anything else I was formally taught, and I have started passing it on badly, which I am told is how these things travel. I do not think you would remember any of this, which is sort of the point — it cost you very little and it rearranged how I work.

— Tariq","I built a static analysis pass that flags database queries inside loops. Swift for the app, and a Raspberry Pi doing something it was not designed for. The lesson was about adoption, not analysis: the first version had a 30% false positive rate and people turned it off inside a week. I would like to get properly good at databases rather than superstitious about them.","I would talk about how to sight-read music badly but confidently. Everyone thinks they already know this and nearly everyone is wrong. It ends with a genuinely unresolved argument, which I think is a better ending than a conclusion.","BUAD 304, WRIT 150; tutoring ~4 hrs/week"
8/12/2026 14:03:18,omar.pereira@usc.edu,8819212321,Omar Pereira,Mechanical Engineering,Human-Centered Design,2027,he/him/his,Male,Black or African American,https://drive.google.com/open?id=1frkjFgbD9A72dhYAiMcXg7LZG42hcKxC,,Designer,I think digital literacy for older adults is a real problem. It was a good experience overall.,The community I would pick is a 6am swim squad nobody else wanted to join. I want to bring that to the CTC family.,"Dear Mr. Osei,

Thank you for teaching me that a wrong answer said out loud is worth more than a right one kept quiet. It mattered to me.

— Omar","I built a compiler for a small statically typed language, continued well past the course. I would like to get properly good at databases rather than superstitious about them.",I would talk about how to sight-read music badly but confidently. It is interesting.,"ITP 259, CSCI 360, DSCI 351, CSCI 356, BUAD 304; research assistantship ~8 hrs/week; tutoring ~4 hrs/week"
8/12/2026 14:50:39,arjun.duarte@usc.edu,6790938095,Arjun Duarte,Computer Science and Business Administration,Human-Centered Design,2027,he/him/his,Male,Asian,https://drive.google.com/open?id=1B06KaKGhg5Liu61c20-PebZDfnFxxpQw,https://www.linkedin.com/in/arjunduarte/,Designer,"I got interested in language access at the county courthouse through a job I took for the money and stayed in for other reasons. It is the kind of problem that never becomes urgent enough to fix, so it just quietly costs people hours every week forever. I trained two other volunteers so it would survive me graduating. The lesson was that I should have asked the people doing the work before designing anything.","I found it in a Discord server for a game that died years ago, which is not where I expected to find it. We had almost nothing. One working laptop, a whiteboard somebody had rescued from a skip, and a standing agreement that you cleaned up whether or not it was your mess. We shared tools and, more importantly, shared credit. What I would bring into CTC is that habit of making the entry cost low.","Dear Mr. Trần,

Thank you for teaching me that I should write the thing down before I believe I understand it. There was a week where I was clearly out of my depth and you neither rescued me nor let me drown, which I now understand took actual restraint. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Arjun","I built a model predicting missed clinic appointments, so patients could be called the day before. Swift for the app, and a Raspberry Pi doing something it was not designed for. The lesson was about adoption, not analysis: the first version had a 30% false positive rate and people turned it off inside a week. I want to get better at systems design and at reading other people's code quickly.",I would talk about how to sight-read music badly but confidently. It changed how I look at a city and I want to inflict that on other people.,"CSCI 103, ITP 259; club soccer ~6 hrs/week"
8/12/2026 15:40:51,malik.bergstrom@usc.edu,8937876355,Malik Bergström,Design,Spanish,2028,she/her/hers,Male,Middle Eastern or North African,https://drive.google.com/open?id=16UvXsk_hMOvRJmGWArHcJiq2mxixqooC,https://www.linkedin.com/in/malikbergstrm/,Product Manager,The way clinics schedule appointments is important to me. I want to keep working on things like this.,I felt like I belonged to the overnight shift at a campus radio station. I hope to bring that energy to CTC.,"Dear Coach Duarte,

Thank you for teaching me that being the least experienced person in a room is a resource, not a liability. It mattered to me.

— Malik","I built a browser extension that strips recommendation feeds, now used by about 2,000 people. I want to get better at systems design and at reading other people's code quickly.",I would talk about why my hometown has three names. It is interesting.,"CSCI 270, DSCI 351; intramural volleyball ~3 hrs/week"
8/12/2026 17:30:48,marta.petrova@usc.edu,5641906835,Marta Petrova,Economics,Public Health,2030,she/her/hers,Female,White,https://drive.google.com/open?id=1g6NjFQReng8wWfLvTUwcC09ZIt3G6XH2,,Developer,"I did not expect to care about unclaimed produce at the farmers market, and then I spent a summer close to it. I had assumed somebody upstream was handling it. Nobody was, and the reason nobody was is that it belonged to no single person's job description. I rebuilt their intake form so it stopped losing half the submissions. What I learned was that the technical part was never the hard part.","The community I belonged to was my high school's stage crew, and it took me a year to notice it had become one. I joined because a friend dragged me and stayed because within a month three people had asked me to explain something and taken the answer seriously. It was the first place where being confused out loud was normal. The thing worth carrying over is that nobody there performed competence they did not have.","Dear Ms. Mwangi,

Thank you for teaching me that I was allowed to start things without permission. There was a week where I was clearly out of my depth and you neither rescued me nor let me drown, which I now understand took actual restraint. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Marta","I built a parser for a niche scientific file format, now with eight regular bug reporters. Go for the service, Figma for the parts I should not have been trusted with. I learned that the optimal schedule was the one everybody hated, because I had optimised for the wrong thing. I would like to get properly good at databases rather than superstitious about them.",I would talk about the physics of why bad coffee tastes bad. I have given a version of this at a dinner table and it worked.,"CSCI 360, CSCI 104, CSCI 356; intramural volleyball ~3 hrs/week; club soccer ~6 hrs/week"
8/12/2026 17:35:20,sven.mabaso@usc.edu,9903798666,Sven Mabaso,Music Industry,,2028,she/her/hers,Male,Asian,https://drive.google.com/open?id=1_wsFld7oyQ9yvuuVdUIMB_SE4uXxa7Xp,https://www.linkedin.com/in/svenmabaso/,Product Manager,"The problem I keep coming back to is language access at the county courthouse, mostly because I watched it up close. What made it stick was realising that everybody involved was competent and well-meaning and it still did not work, which meant the problem was structural rather than anybody's fault. I interviewed fourteen people before I wrote a single line of code. The lesson was that I should have asked the people doing the work before designing anything.","The community I belonged to was my high school's stage crew, and it took me a year to notice it had become one. I joined because a friend dragged me and stayed because within a month three people had asked me to explain something and taken the answer seriously. It ran on a hundred small favours nobody kept score of. The thing worth carrying over is that nobody there performed competence they did not have.","Dear Coach Lindgren,

Thank you for teaching me that I was allowed to start things without permission. I remember you stopping a whole session because one person had not followed, and doing it in a way that made it obvious the fault was in the explanation rather than in them. I have tried to run every meeting I lead like that since. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Sven","I built a compiler for a small statically typed language, continued well past the course. Java and C++ from coursework, Python and Django for anything I choose myself. I learned that the optimal schedule was the one everybody hated, because I had optimised for the wrong thing. I want to get better at systems design and at reading other people's code quickly.",I would talk about why the QWERTY story you have heard is wrong. It changed how I look at a city and I want to inflict that on other people.,"CSCI 270, WRIT 150, BUAD 304, CSCI 103, ITP 259; marching band ~10 hrs/week; club soccer ~6 hrs/week"
8/12/2026 18:15:21,divya.ferreira@usc.edu,6903626704,Divya Ferreira,Cognitive Science,Mathematics,2029,she/her/hers,Male,Black or African American,https://drive.google.com/open?id=15NvVuucYLf6dEQ0zwOfhDA-MNIr1PujY,,Developer,"I got interested in unclaimed produce at the farmers market through a job I took for the money and stayed in for other reasons. I spent last summer working somewhere it was impossible to ignore, and the pattern was always the same: the people closest to it had known about it for years and had never been asked. I interviewed fourteen people before I wrote a single line of code. It taught me to make the first version much smaller than I wanted to.","A community garden run entirely by retirees and me is the honest answer, even though it is not the impressive one. The whole thing ran on Sunday evenings, which meant everyone there had chosen it over something easier. People stayed after to clean up without anyone organising it. I would like to bring the part where the newest person is asked first.","Dear Coach Papadakis,

Thank you for teaching me that ""good enough, shipped"" beats ""perfect, someday"". The specific moment I keep returning to is the afternoon I handed in something I knew was mediocre, and instead of grading it you asked me what I would change if I had another week. I did not have an answer, which was the point. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Divya","I built a compiler for a small statically typed language, continued well past the course. Swift for the app, and a Raspberry Pi doing something it was not designed for. The lesson was about adoption, not analysis: the first version had a 30% false positive rate and people turned it off inside a week. I am eager to learn more about accessibility work and about testing that is actually worth maintaining.",I would talk about the physics of why bad coffee tastes bad. It is the only thing I can talk about for ten minutes with no notes.,"WRIT 150, CSCI 201, CSCI 170, CSCI 270; another club board position ~5 hrs/week; club soccer ~6 hrs/week"
8/12/2026 20:28:52,dmitri.lindgren@usc.edu,4202900255,Dmitri Lindgren,Political Science,Cinematic Arts,2027,she/her/hers,Female,Asian,https://drive.google.com/open?id=14o__1luVkYfRscQAlggyUFpWJcuEmLnr,https://www.linkedin.com/in/dmitrilindgren/,Developer,"I care about language access at the county courthouse, and I want to be precise about why rather than gesturing at it. It is the kind of problem that never becomes urgent enough to fix, so it just quietly costs people hours every week forever. I wrote a script that cut a four-hour manual process to about ten minutes. The first version was worse than the spreadsheet it replaced, which was humbling and useful in roughly equal measure. What stayed with me is how much of the work was earning enough trust to be allowed to help.","A mutual aid group that started as a group chat taught me that belonging is built out of logistics more than sentiment. The whole thing ran on Sunday evenings, which meant everyone there had chosen it over something easier. Nobody there cared what I was good at yet, only whether I showed up. What I would bring to CTC is the unglamorous maintenance that keeps a community alive: the reminder message, the booked room, the noticing that somebody has gone quiet.","Dear Professor Molina,

Thank you for teaching me that I was allowed to start things without permission. You gave me a job that was slightly too hard on purpose and then made it obvious you were nearby. I have never had a better arrangement. I think about it more than almost anything else I was formally taught, and I have started passing it on badly, which I am told is how these things travel. I hope you are still doing it for whoever came after me.

— Dmitri","I built a model predicting missed clinic appointments, so patients could be called the day before. Go for the service, Figma for the parts I should not have been trusted with. The lesson was about adoption, not analysis: the first version had a 30% false positive rate and people turned it off inside a week. I want to get better at systems design and at reading other people's code quickly.","I would talk about why my hometown has three names. Everyone thinks they already know this and nearly everyone is wrong. I would keep it to four minutes and take questions, because the questions are better than the talk.","CSCI 170, ITP 259, PSYC 314; research assistantship ~8 hrs/week"
8/12/2026 21:19:28,esther.khan@usc.edu,6819849152,Esther Khan,Physics,Computer Programming,2028,she/her/hers,Female,Hispanic or Latino,https://drive.google.com/open?id=1Id0RpOeXL5RZM56ZxlzEZouukjbAHtMR,https://www.linkedin.com/in/estherkhan/,Developer,"The problem I keep coming back to is the cost of textbooks, mostly because I watched it up close. What made it stick was realising that everybody involved was competent and well-meaning and it still did not work, which meant the problem was structural rather than anybody's fault. I interviewed fourteen people before I wrote a single line of code. The lesson was that I should have asked the people doing the work before designing anything.","I found it in a 6am swim squad nobody else wanted to join, which is not where I expected to find it. People turned up for each other's unrelated stuff — recitals, matches, one memorably grim moving day — and that is the part I did not appreciate until it stopped. The rule was that whoever knew the least got to ask first. The thing worth carrying over is that nobody there performed competence they did not have.","Dear Mr. Nwosu,

Thank you for teaching me that I was allowed to start things without permission. I remember you stopping a whole session because one person had not followed, and doing it in a way that made it obvious the fault was in the explanation rather than in them. I have tried to run every meeting I lead like that since. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Esther","I built a compiler for a small statically typed language, continued well past the course. Mostly Python and Postgres, with enough React to be dangerous. It taught me that a tool nobody trusts is worse than no tool, because it burns the next person's credibility too. I am eager to learn more about accessibility work and about testing that is actually worth maintaining.",I would talk about an eight-minute history of the shipping container. Everyone thinks they already know this and nearly everyone is wrong.,"CSCI 104, CSCI 201, CSCI 270, ITP 259; TA office hours ~6 hrs/week; another club board position ~5 hrs/week"
8/12/2026 22:08:30,rafael.khan@usc.edu,6707058313,Rafael Khan,Communication,,2028,she/her/hers,Prefer not to say,Hispanic or Latino,https://drive.google.com/open?id=121NEHpNe_okrhlaOLeVf7di9U3ZVMNRj,https://www.linkedin.com/in/rafaelkhan/,Developer,"E-waste from campus upgrades is small compared to what people usually write about here, which is exactly why nobody had fixed it. The version of it I know best is narrow — one office, one process, maybe two hundred people affected — but I could see the whole shape of it from there. I trained two other volunteers so it would survive me graduating. It taught me to make the first version much smaller than I wanted to.","My high school's stage crew is the honest answer, even though it is not the impressive one. We had almost nothing. One working laptop, a whiteboard somebody had rescued from a skip, and a standing agreement that you cleaned up whether or not it was your mess. We shared tools and, more importantly, shared credit. What I would bring into CTC is that habit of making the entry cost low.","Dear Professor Cabrera,

Thank you for teaching me that I was allowed to start things without permission. You gave me a job that was slightly too hard on purpose and then made it obvious you were nearby. I have never had a better arrangement. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Rafael","I built a model predicting missed clinic appointments, so patients could be called the day before. Go for the service, Figma for the parts I should not have been trusted with. I learned that the optimal schedule was the one everybody hated, because I had optimised for the wrong thing. I want to learn how to scope a project so it can ship in a semester.",I would talk about why every restaurant menu is designed badly on purpose. I want an excuse to finally make the slides.,"CSCI 270, WRIT 150; club soccer ~6 hrs/week"
8/12/2026 22:31:23,tariq.mabaso@usc.edu,3915070878,Tariq Mabaso,Public Policy,Entrepreneurship,2028,he/him/his,Female,White,https://drive.google.com/open?id=14FgrzHFHWa5_U24M0i5UY-sSHjIv1a1v,,Developer,"I got interested in e-waste from campus upgrades through a job I took for the money and stayed in for other reasons. What made it stick was realising that everybody involved was competent and well-meaning and it still did not work, which meant the problem was structural rather than anybody's fault. I wrote a script that cut a four-hour manual process to about ten minutes. It taught me to make the first version much smaller than I wanted to.","A mutual aid group that started as a group chat is the honest answer, even though it is not the impressive one. There was no hierarchy to speak of, which sounds idealistic and was mostly just practical: whoever knew how to do the thing did the thing, and taught the next person. It ran on a hundred small favours nobody kept score of. The thing worth carrying over is that nobody there performed competence they did not have.","Dear Ms. Solberg,

Thank you for teaching me that ""good enough, shipped"" beats ""perfect, someday"". I remember you stopping a whole session because one person had not followed, and doing it in a way that made it obvious the fault was in the explanation rather than in them. I have tried to run every meeting I lead like that since. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Tariq","I built a browser extension that strips recommendation feeds, now used by about 2,000 people. Mostly Python and Postgres, with enough React to be dangerous. It taught me that a tool nobody trusts is worse than no tool, because it burns the next person's credibility too. I want to learn how to scope a project so it can ship in a semester.",I would talk about how to sight-read music badly but confidently. It changed how I look at a city and I want to inflict that on other people.,"MATH 226, EE 109, MATH 407, CSCI 104; club soccer ~6 hrs/week; research assistantship ~8 hrs/week"
8/12/2026 22:40:27,sofia.volkov@usc.edu,9580653523,Sofia Volkov,Cognitive Science,Cinematic Arts,2028,he/him/his,Female,Hispanic or Latino,https://drive.google.com/open?id=1CS33E1i2vUMABGUzAFcZg0a5iKdGneBP,,Designer,"How volunteer tutoring gets matched is the problem I have actually done something about, so it is the one I will write about. It is the kind of problem that never becomes urgent enough to fix, so it just quietly costs people hours every week forever. I organised a workshop and eleven people came to the first one. I was wrong about which part would be hard, and I was wrong in the direction of thinking the code mattered most. The thing I got wrong was optimising for the outcome I could measure instead of the one that mattered.","The community that shaped me most was a 6am swim squad nobody else wanted to join, mostly because it was bad at hierarchy. There was no hierarchy to speak of, which sounds idealistic and was mostly just practical: whoever knew how to do the thing did the thing, and taught the next person. The rule was that whoever knew the least got to ask first. The thing I would carry in is that we lowered the bar to enter and raised it to stay, and both mattered.","Dear Professor Mansour,

Thank you for teaching me that the person who asks the naive question is doing everyone a favour. You gave me a job that was slightly too hard on purpose and then made it obvious you were nearby. I have never had a better arrangement. I think about it more than almost anything else I was formally taught, and I have started passing it on badly, which I am told is how these things travel. I have not told you any of this, so consider this the version I would say badly in person.

— Sofia","I built a model predicting missed clinic appointments, so patients could be called the day before. TypeScript, a lot of SQL, and more shell scripting than I expected. I learned that the optimal schedule was the one everybody hated, because I had optimised for the wrong thing. I am eager to learn more about accessibility work and about testing that is actually worth maintaining.","I would talk about the correct way to argue about tipping. I have given a version of this at a dinner table and it worked. I would need about three slides and one prop, and I already own the prop.","MATH 226, PSYC 314, MATH 225, DSCI 351, BUAD 304; part-time job ~12 hrs/week"
8/12/2026 23:05:56,isabel.marchetti@usc.edu,8116266752,Isabel Marchetti,Statistics,Entrepreneurship,2030,he/him/his,Female,Asian,https://drive.google.com/open?id=10Xj7WLpGvppSppe5nbUzTn4VU1Yo_KhJ,,Product Manager,"How few girls stayed in my school's robotics club is small compared to what people usually write about here, which is exactly why nobody had fixed it. It is the kind of problem that never becomes urgent enough to fix, so it just quietly costs people hours every week forever. I organised a workshop and eleven people came to the first one. It taught me to make the first version much smaller than I wanted to.","A church youth orchestra with no conductor is the honest answer, even though it is not the impressive one. People turned up for each other's unrelated stuff — recitals, matches, one memorably grim moving day — and that is the part I did not appreciate until it stopped. It ran on a hundred small favours nobody kept score of. I would like to bring the part where the newest person is asked first.","Dear Coach Zhou,

Thank you for teaching me that a wrong answer said out loud is worth more than a right one kept quiet. You told me once, fairly bluntly, that I was hiding behind how much I had read. It was the most useful unkind thing anyone has said to me. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Isabel","I built a screen reader plugin I shipped to roughly 60 users. Swift for the app, and a Raspberry Pi doing something it was not designed for. I learned that the optimal schedule was the one everybody hated, because I had optimised for the wrong thing. I am eager to learn more about accessibility work and about testing that is actually worth maintaining.",I would talk about the surprisingly bitter world of competitive crossword construction. Everyone thinks they already know this and nearly everyone is wrong.,"CSCI 103, MATH 225, MATH 226, CSCI 104; campus radio show ~2 hrs/week"
